,A0A0A8WJC6,A0A0K3AT43,A0A2H4ZEZ2,A0AAJ7SV95,A0AAJ7T5N9,A0AAJ7TMY1,A0AAJ7U215,A0AVK6,A3KNI8,A3RMS5,A8MTQ0,A8UWQ7,B3GWE1,B3WFV2,B6EU61,C0HJZ3,C0HJZ4,C1P638,C3Y097,C3YWU0,D0VWM4,E1NZ07,F2Q9W6,F2Q9W7,F2Q9W8,F2Q9W9,F2Q9X0,F2Q9X1,F2Q9X2,F2Q9X3,F2Q9X4,F2Q9X5,F2Q9X6,F2Q9X7,F2Q9X8,F2Q9Y0,F6U472,F6WII6,F6WYU4,F6YMJ4,F6YXK6,F7GH03,G3UZ78,G5EF00,G5EGB6,H9G343,O17824,O42145,O47431,O62089,O76629,O93548,P01942,P01994,P02001,P02007,P02008,P02042,P02088,P02089,P02100,P02104,P02112,P02127,P02128,P02144,P02197,P02208,P02762,P04247,P04443,P04444,P06467,P09105,P09967,P09968,P0DM64,P20244,P20245,P30627,P48798,P49141,P61802,P68871,P69891,P69892,P69905,Q09240,Q09514,Q17134,Q17727,Q17884,Q18086,Q18311,Q19601,Q20015,Q20623,Q20638,Q21618,Q21978,Q22663,Q23117,Q24570,Q2WG80,Q2XNF5,Q3KN63,Q3MQ62,Q4H3K6,Q4V6L1,Q575S8,Q5QSB1,Q6B0K9,Q6VN46,Q70PH6,Q70T62,Q70T63,Q70T64,Q7KLI1,Q7TPG1,Q7YWV3,Q7YZV1,Q7ZT21,Q8AXK2,Q8HY34,Q8MPY8,Q8N7X0,Q8UUR3,Q8WWM9,Q8WY91,Q90259,Q90485,Q90486,Q90487,Q90864,Q90YJ2,Q95J88,Q966A3,Q98980,Q9CQE0,Q9CX80,Q9DDJ0,Q9ER97,Q9GL60,Q9GYP4,Q9I7P6,Q9I9I3,Q9NL48,Q9NPG2,Q9PVD5,Q9U2R5,Q9VNE2,Q9XXI2
P68871,0.029522896,0.14723128,0.1469785,0.07536,0.05067706,0.029746294,0.025165081,0.09590465,0.05583626,0.057516158,0.14978242,0.08214837,0.047158778,0.08612114,0.05663979,0.011888444,0.012128651,0.052391827,0.039967597,0.07564795,0.05004573,0.08232701,0.031086564,0.06066835,0.04507947,0.024246156,0.022070527,0.043569982,0.024775803,0.040449083,0.02050358,0.02016896,0.033348978,0.21756619,0.047793925,0.017600358,0.42189586,0.014623404,0.012497723,0.01460129,0.0584085,0.019197643,0.057839274,0.0635519,0.03707385,0.0730654,0.05303198,0.19214362,0.09393114,0.07092184,0.0436517,0.017550051,0.016573608,0.01349479,0.011892796,0.02215594,0.019506156,0.0022331476,0.0069607496,0.0052142143,0.010311365,0.012686849,0.023337066,0.03263122,0.03363812,0.023716569,0.025405347,0.023551285,0.07863116,0.023961484,0.013341606,0.017587662,0.030362606,0.033545375,0.022937119,0.02420348,0.10075879,0.07485956,0.06816441,0.0322451,0.060121834,0.08473283,0.12557018,0.0,0.009318471,0.010836542,0.0121792555,0.063227355,0.045970738,0.087869465,0.0602206,0.09478116,0.0724448,0.03954214,0.06462717,0.074062765,0.050576866,0.05592507,0.11896539,0.08639604,0.059450746,0.07400018,0.15240991,0.119415045,0.075720966,0.05045259,0.03528434,0.17616302,0.044303596,0.04233527,0.03436619,0.03290236,0.017199397,0.096647084,0.029517949,0.04429978,0.026919305,0.10503334,0.119951546,0.0677765,0.075071454,0.015685022,0.25791156,0.015088499,0.07556212,0.06679714,0.028731644,0.026017249,0.09325576,0.15786141,0.027724624,0.024391592,0.016204655,0.02111733,0.035642028,0.1254121,0.06112969,0.2945816,0.14006692,0.025847673,0.045446873,0.04670465,0.062066615,0.054087102,0.05892402,0.022936225,0.08696264,0.037672162,0.17450291,0.05785811,0.054538906,0.052693248
P69891,0.014561653,0.12217045,0.14773214,0.06464046,0.038832188,0.024412692,0.018028378,0.07327533,0.04559064,0.03583312,0.13798332,0.073697746,0.027160287,0.06494796,0.036925018,0.01690054,0.016124427,0.034511328,0.0292387,0.07131356,0.03069079,0.064216614,0.01844269,0.044309616,0.035354435,0.022011042,0.014638901,0.02950424,0.022231877,0.024692595,0.015974581,0.014703572,0.034044087,0.21077782,0.032113492,0.009779811,0.4016152,0.0046606064,0.0061416626,0.008430064,0.04096937,0.010659158,0.03815496,0.04045117,0.02504778,0.057766736,0.04090774,0.17436594,0.092029035,0.05082059,0.032128394,0.015563607,0.0144149065,0.009845734,0.009421885,0.013899803,0.012594402,0.007811129,0.0062788725,0.00494349,0.0038731098,0.006106496,0.0134910345,0.016909301,0.020042837,0.0150184035,0.019212365,0.015455663,0.06846154,0.012273073,0.005678892,0.0075276494,0.019179106,0.030385554,0.012450397,0.01492393,0.08298105,0.058978796,0.05156946,0.02591014,0.048023045,0.074471235,0.1026541,0.009318471,0.0,0.00039595366,0.015214026,0.039713383,0.029109955,0.074848354,0.03977549,0.07210022,0.05158001,0.023773909,0.04661864,0.049600422,0.030814707,0.037404656,0.09071231,0.061927617,0.036275923,0.051859796,0.12910563,0.09973663,0.050657153,0.030190349,0.022536278,0.15523165,0.028390825,0.02579856,0.027912378,0.037044525,0.019642591,0.07684034,0.017928123,0.030052066,0.017748415,0.08419788,0.10676378,0.046605647,0.051377833,0.011466324,0.2549051,0.007805705,0.054598033,0.044476807,0.017596781,0.018226802,0.07794839,0.13674313,0.01674962,0.016468525,0.009400904,0.011770129,0.019119203,0.10954517,0.039475083,0.27553755,0.11751515,0.016478717,0.03848046,0.03911072,0.044607818,0.037519157,0.041606247,0.014543295,0.079203784,0.030677259,0.15287286,0.038846552,0.038835764,0.032407463
P69892,0.0125207305,0.118324995,0.14862818,0.061600804,0.036884665,0.023679554,0.01597023,0.069557905,0.042207062,0.031765163,0.13671792,0.07179725,0.023980439,0.061100423,0.034514427,0.017846644,0.017612636,0.030767083,0.027453005,0.07023287,0.027567744,0.060802817,0.016732812,0.04230064,0.032517135,0.020738304,0.013455451,0.02676642,0.02339083,0.022766054,0.015527487,0.015104055,0.037465453,0.2057038,0.028574169,0.00972122,0.40016395,0.0037876964,0.0053915977,0.008877516,0.03831631,0.009405196,0.035455406,0.036621153,0.02313459,0.055419326,0.038031757,0.17318183,0.0896858,0.047854125,0.02887988,0.015134275,0.0163638,0.009793341,0.0095716715,0.013038218,0.012710452,0.008512497,0.00640738,0.0055356026,0.004053116,0.0053625107,0.011740565,0.014809668,0.018020451,0.014866471,0.019934416,0.016465902,0.06564152,0.011594176,0.0048199296,0.0060127378,0.017027974,0.030498803,0.012753069,0.015725195,0.07766533,0.056670427,0.049217105,0.024050593,0.044878185,0.074276745,0.09979975,0.010836542,0.00039595366,0.0,0.017950952,0.03632152,0.02677852,0.072778225,0.036788225,0.06871551,0.048924387,0.020768523,0.04338193,0.044838905,0.027751207,0.033952534,0.08727199,0.05799687,0.03348446,0.04769808,0.1254912,0.095154464,0.04844141,0.027575374,0.020244896,0.1516025,0.02496469,0.02311486,0.025461495,0.037048995,0.02066791,0.07400453,0.015313983,0.026471734,0.015927792,0.07984251,0.103798926,0.04224217,0.04690343,0.0112092495,0.25313628,0.008099794,0.051772058,0.04153371,0.015888274,0.017154574,0.07630426,0.13420755,0.015021682,0.015070021,0.0089018345,0.010152817,0.01677072,0.10738975,0.036076963,0.27471173,0.113476634,0.015163302,0.036885023,0.036562085,0.04354793,0.0353207,0.037012935,0.015063822,0.07851088,0.028950214,0.14993042,0.03571552,0.035217106,0.029094934
P69905,0.03288138,0.1421451,0.16008878,0.0755437,0.05368793,0.03088975,0.03815335,0.09661466,0.067151785,0.06439674,0.14146662,0.08942872,0.054171383,0.086717606,0.05376333,0.015990555,0.015674531,0.05659592,0.04447359,0.08392352,0.05573654,0.08077949,0.039723814,0.06588304,0.06355393,0.0427655,0.030929863,0.054602683,0.03371358,0.042125404,0.033926487,0.025548816,0.037513554,0.21833205,0.05633372,0.027304053,0.42723668,0.02447164,0.019520879,0.016772509,0.054251075,0.025633216,0.05862713,0.061153233,0.050398946,0.065699875,0.058574915,0.18849832,0.10439813,0.065464914,0.054905355,0.026074111,0.0039691925,0.014489591,0.022059381,0.023479939,0.018260717,0.014775574,0.01322794,0.013712645,0.01689601,0.021809697,0.027695239,0.034348726,0.032984257,0.037883997,0.039375603,0.024120808,0.090696335,0.035755515,0.022770107,0.02774185,0.036741078,0.026155114,0.023248076,0.02547878,0.10010207,0.07394242,0.06774336,0.047472775,0.06331837,0.078636706,0.12768143,0.0121792555,0.015214026,0.017950952,0.0,0.061502695,0.053618252,0.08483875,0.057549953,0.08873248,0.06883025,0.047989666,0.06514144,0.07320219,0.056163132,0.05939579,0.11269659,0.08201754,0.06197995,0.07199758,0.1391831,0.114109814,0.0728721,0.055318058,0.047262967,0.17358172,0.04793662,0.052013516,0.04467392,0.034950316,0.026574075,0.093906224,0.03685093,0.054985523,0.03775257,0.10075992,0.13122267,0.071677744,0.07528472,0.019138336,0.27194232,0.010284483,0.071603715,0.067605495,0.038289666,0.030326724,0.08855456,0.15348005,0.032787323,0.030144453,0.023307025,0.024616778,0.038464904,0.11932212,0.06360304,0.29303628,0.14708549,0.030745506,0.058678865,0.053199828,0.05373597,0.049174905,0.066863894,0.024918497,0.08555108,0.042634428,0.16811055,0.056691587,0.06811726,0.055349946
Q09240,0.022333443,0.0759694,0.19232768,0.04373616,0.02440381,0.02852428,0.031129122,0.053476095,0.02780956,0.016824484,0.104471624,0.09280592,0.022103906,0.02396977,0.021842182,0.050257027,0.056539357,0.014577746,0.027133644,0.08050412,0.013523102,0.031846702,0.03026563,0.046567082,0.04024887,0.048049033,0.02638024,0.033435464,0.06726384,0.029374957,0.041229308,0.05118233,0.10222316,0.16048515,0.014638603,0.044279635,0.399238,0.0400244,0.03605634,0.04287237,0.021681428,0.03197676,0.02988106,0.01249814,0.037079036,0.03524685,0.033189237,0.17053396,0.106339335,0.0136922,0.024024308,0.044608176,0.054555953,0.040900588,0.0463292,0.034238636,0.038027108,0.055011928,0.04326445,0.04742396,0.045639098,0.04062599,0.023228884,0.021069467,0.018271863,0.05618745,0.06849456,0.050228715,0.06120068,0.04556769,0.038587928,0.03544092,0.030076563,0.04634434,0.042532563,0.05061716,0.03866142,0.071545064,0.06311035,0.03616786,0.033458054,0.08634275,0.08547342,0.063227355,0.039713383,0.03632152,0.061502695,0.0,0.02352947,0.06408018,0.01778984,0.028511167,0.022250056,0.01666224,0.011094749,0.00957787,0.012949109,0.012850106,0.05986929,0.022686422,0.014065325,0.010229409,0.07737452,0.04251069,0.031895816,0.024239898,0.029181719,0.123532414,0.01572907,0.018278003,0.033224642,0.06155002,0.07181531,0.05500883,0.027323663,0.02721107,0.033972442,0.045433342,0.097833574,0.01613462,0.015568912,0.041834414,0.25626385,0.03932911,0.024757445,0.03297043,0.023703516,0.02505964,0.06285703,0.091728866,0.023857534,0.025385737,0.04354292,0.027629793,0.017026603,0.09081566,0.011682868,0.25684136,0.07810736,0.021333456,0.04189098,0.03515798,0.03322524,0.015045404,0.022755325,0.046683848,0.084955156,0.033123553,0.13549316,0.010849178,0.035989344,0.012218058
Q09514,0.026773274,0.10518187,0.15955949,0.062164903,0.031577766,0.021189034,0.0245623,0.056464612,0.032182157,0.022907317,0.14428616,0.08756614,0.022950172,0.035311162,0.039604545,0.040497303,0.04147309,0.019853175,0.029431581,0.07565552,0.0153800845,0.049375474,0.016654551,0.051031113,0.030281067,0.033634424,0.018576145,0.023449779,0.04364711,0.041178167,0.022530794,0.036864936,0.06940591,0.20079082,0.02207613,0.03738469,0.40049368,0.026557446,0.030488014,0.025953531,0.043465793,0.020047605,0.02273333,0.02958107,0.018571258,0.055248618,0.018306613,0.19140506,0.10167873,0.028318524,0.021208107,0.032036245,0.053912938,0.032111406,0.026101947,0.025941253,0.033953905,0.037862122,0.03414619,0.034288168,0.030892015,0.027057767,0.025849044,0.026164174,0.030632496,0.03201902,0.03492397,0.0329414,0.053052187,0.02422899,0.02453816,0.026136458,0.026848435,0.060859263,0.02897054,0.03200656,0.062082946,0.07919037,0.07049924,0.020767152,0.03830719,0.0906741,0.074775696,0.045970738,0.029109955,0.02677852,0.053618252,0.02352947,0.0,0.067411125,0.039341748,0.05090761,0.03614837,0.010900736,0.027738273,0.028228998,0.014569819,0.021282375,0.066336334,0.042823374,0.020615876,0.03683579,0.0946939,0.075481355,0.06252718,0.038384795,0.02013278,0.13817924,0.015131116,0.02562058,0.041400194,0.058519065,0.050095797,0.06733173,0.02613473,0.026313424,0.02477318,0.0640707,0.100468874,0.028817654,0.03221363,0.0276708,0.25585663,0.03154987,0.049842417,0.028961241,0.01932007,0.028158545,0.07660055,0.112843454,0.026841104,0.028531075,0.027334154,0.027654171,0.030169785,0.10584396,0.02326101,0.27878267,0.092449844,0.023339748,0.027139187,0.04823816,0.056862056,0.027101338,0.019081235,0.029888213,0.08385056,0.045234084,0.14086556,0.033545613,0.018157184,0.02652216
Q17134,0.075425565,0.11406481,0.18553329,0.06879419,0.050687313,0.06504446,0.08601135,0.04534787,0.0790509,0.06768829,0.13189203,0.09478319,0.05834967,0.046571016,0.047750115,0.074450195,0.07860023,0.061645567,0.06768441,0.073418856,0.05474496,0.042615533,0.07204181,0.08861476,0.081125855,0.066996634,0.06301367,0.06207329,0.115505815,0.077459395,0.07345188,0.09802085,0.12727016,0.16991574,0.06095934,0.076203704,0.4244368,0.0765602,0.06693894,0.0740698,0.06276369,0.06942254,0.0541178,0.055210054,0.077675164,0.052814186,0.07406998,0.19887447,0.11090183,0.04639703,0.068204224,0.07414037,0.083750725,0.07218033,0.07582152,0.07092899,0.07288414,0.08215046,0.07561189,0.08072448,0.08084518,0.08048934,0.0657295,0.06925762,0.06894785,0.098786294,0.10376823,0.082810044,0.094588876,0.09521747,0.077399194,0.07545787,0.06494063,0.08821374,0.073753476,0.08315408,0.05602038,0.12844676,0.12095243,0.07704675,0.06489295,0.10206407,0.10980451,0.087869465,0.074848354,0.072778225,0.08483875,0.06408018,0.067411125,0.0,0.060388207,0.04358375,0.03495854,0.057222188,0.05710882,0.06822425,0.054751396,0.05741644,0.061778247,0.047541916,0.06398052,0.06465775,0.070590734,0.074846566,0.08129585,0.06763995,0.08277863,0.13088596,0.06054181,0.07042259,0.08029461,0.08453107,0.10712117,0.06359267,0.07330012,0.06762713,0.080780745,0.0808748,0.14106458,0.059915125,0.050657034,0.07938653,0.29981548,0.06757009,0.04322672,0.056052327,0.06539512,0.06690478,0.06802076,0.10005808,0.058920205,0.06050062,0.08219135,0.069987,0.06387198,0.077869356,0.04295218,0.282189,0.091281414,0.06257069,0.06960541,0.07953787,0.07971746,0.045148194,0.06263518,0.08069211,0.10704756,0.07720578,0.14198816,0.05475092,0.08830351,0.062137723
Q17727,0.029928446,0.07943976,0.20196772,0.033861578,0.023305833,0.03885007,0.045677543,0.041561782,0.043168664,0.028853357,0.08820629,0.10291904,0.026678562,0.03451675,0.015516341,0.05035031,0.056147933,0.022581995,0.02929449,0.08156669,0.018996775,0.0313251,0.04032564,0.048168123,0.057978272,0.06278384,0.03910041,0.044454217,0.07673508,0.033932686,0.05663097,0.056531012,0.1056062,0.1708867,0.023861647,0.041858613,0.39870113,0.040020943,0.029824555,0.047885,0.017778516,0.04086578,0.03100127,0.016548991,0.03921449,0.03636217,0.049048483,0.16362232,0.11324614,0.02295369,0.034950137,0.048222065,0.05003822,0.042073905,0.048068047,0.038747847,0.04377222,0.05128014,0.041635513,0.046483576,0.04351014,0.03992766,0.021926284,0.018683672,0.01671505,0.06418413,0.081361115,0.05643344,0.064645946,0.05519867,0.040572047,0.037697732,0.033709288,0.041068792,0.046304822,0.056501687,0.03902912,0.07138693,0.06613481,0.043943465,0.030179381,0.07033217,0.07895714,0.0602206,0.03977549,0.036788225,0.057549953,0.01778984,0.039341748,0.060388207,0.0,0.04186845,0.025598407,0.029460967,0.015244186,0.020122468,0.018796861,0.02346319,0.07882047,0.026174545,0.028309882,0.015594184,0.091397524,0.03559035,0.030203462,0.016487539,0.045930028,0.122828245,0.027055442,0.022696197,0.027442813,0.06001532,0.07685679,0.056328714,0.035462737,0.039045155,0.04773891,0.052347362,0.1007846,0.014925122,0.022048175,0.046321988,0.25000942,0.03571129,0.019343317,0.030559182,0.024281144,0.027828693,0.045655906,0.09358734,0.025369287,0.026930988,0.049733937,0.026640713,0.01784885,0.075250566,0.01712823,0.24069715,0.07750988,0.025912642,0.048629463,0.037811458,0.029652715,0.02812177,0.031707168,0.051859736,0.08533466,0.031274557,0.12804234,0.016033173,0.052744985,0.0153175
Q17884,0.056572437,0.082018435,0.20897812,0.05990815,0.041198254,0.054766297,0.06824696,0.05381733,0.056572974,0.0426808,0.12391746,0.1039353,0.041470885,0.018479407,0.029225707,0.078389645,0.08643222,0.038945854,0.05047238,0.10249561,0.03950739,0.014738023,0.06025082,0.08132875,0.062042296,0.07471722,0.054167926,0.05423999,0.10909486,0.059272468,0.06457192,0.09061611,0.1378032,0.17317247,0.044786394,0.08190179,0.4145053,0.07144427,0.06552476,0.06844276,0.04680717,0.05774671,0.051603913,0.025011957,0.06696534,0.018916786,0.04820794,0.17540002,0.12039971,0.023487091,0.0483225,0.06890768,0.08596921,0.06750494,0.0741021,0.05895108,0.06127906,0.08467537,0.07230836,0.07808745,0.076619506,0.07153171,0.050041437,0.051164865,0.0471161,0.09473169,0.10097778,0.07906544,0.08701259,0.08529627,0.0684157,0.064397335,0.050207198,0.07024133,0.0681659,0.081256926,0.049458683,0.10217941,0.09400022,0.0636847,0.062484384,0.11962944,0.10112023,0.09478116,0.07210022,0.06871551,0.08873248,0.028511167,0.05090761,0.04358375,0.04186845,0.0,0.018373907,0.03720182,0.033130825,0.033896446,0.038592458,0.037706256,0.039176285,0.018200576,0.043118358,0.034013867,0.058707714,0.058092415,0.052559257,0.0527395,0.060297728,0.12475753,0.03569603,0.053568244,0.06442559,0.073477864,0.10599619,0.06436783,0.05303657,0.050723135,0.06473988,0.059390724,0.114488006,0.04397595,0.017623246,0.07152891,0.2813881,0.06706917,0.019401431,0.05389613,0.053428054,0.05460137,0.06751841,0.06358659,0.04929161,0.050824106,0.07385224,0.05521363,0.04682386,0.09827107,0.024252057,0.26575112,0.06892693,0.05033648,0.066143334,0.06163448,0.056765556,0.025909781,0.047510803,0.076023996,0.10666752,0.058857203,0.14323431,0.027956128,0.07032031,0.032875657
Q18086,0.044729054,0.08994645,0.18648559,0.04126215,0.031088948,0.03694272,0.054640055,0.028806746,0.046301663,0.039751947,0.09964812,0.10287595,0.034498274,0.014644802,0.028367758,0.06278968,0.06729692,0.032499015,0.03708923,0.088044405,0.027158678,0.017010808,0.04383588,0.058057904,0.05990833,0.059530675,0.040327013,0.048127115,0.08809,0.049449444,0.05522418,0.072960675,0.114962995,0.16205424,0.035275042,0.06203425,0.4021898,0.051049232,0.04931289,0.054959416,0.027395964,0.04632455,0.030101836,0.016756892,0.054159045,0.01710254,0.043745935,0.1718111,0.111889124,0.013378561,0.04420066,0.061416566,0.062506914,0.052938044,0.05957055,0.048003793,0.04952079,0.06615907,0.056193948,0.06001979,0.058241904,0.05619061,0.040612996,0.04016173,0.038261175,0.07274479,0.08276546,0.06375325,0.078084946,0.066266716,0.05393958,0.050593197,0.04361552,0.057778955,0.055951536,0.065506876,0.039352298,0.089463115,0.08085376,0.054849207,0.047410965,0.0897423,0.07414347,0.0724448,0.05158001,0.048924387,0.06883025,0.022250056,0.03614837,0.03495854,0.025598407,0.018373907,0.0,0.032120347,0.018433988,0.028980434,0.02670306,0.025887549,0.032704473,0.00821656,0.029191852,0.026400208,0.070668936,0.041393638,0.04881245,0.03838253,0.048932433,0.12059313,0.031796157,0.037086308,0.05145496,0.07532394,0.09079605,0.0661878,0.045232117,0.045704067,0.052929044,0.05752307,0.109143734,0.029513896,0.016237497,0.056467056,0.26717305,0.04863769,0.012982249,0.027802408,0.04270917,0.04039842,0.040672958,0.073892415,0.042843103,0.044233203,0.05834675,0.04425049,0.034933627,0.09261781,0.012974918,0.2616781,0.06856817,0.037144125,0.054765105,0.050371706,0.048418283,0.017998397,0.037777662,0.060797393,0.09540063,0.048899233,0.13411582,0.018445969,0.05720234,0.028305769
Q18311,0.018719792,0.08733404,0.15446794,0.05457467,0.023589551,0.02018565,0.01886636,0.05729091,0.024518907,0.016678989,0.13616472,0.068590105,0.015367806,0.032943904,0.026184201,0.03243941,0.036729693,0.012962699,0.024241328,0.06570619,0.010847032,0.038422883,0.017666757,0.049020767,0.023051918,0.024484396,0.013744175,0.021321595,0.040795207,0.029692054,0.018215716,0.03134018,0.068362415,0.18236274,0.014010549,0.02925247,0.39697063,0.019406676,0.020186007,0.020918071,0.037065506,0.013928652,0.029556274,0.022171795,0.01765436,0.043192685,0.019183874,0.18191254,0.08996147,0.023232937,0.011847615,0.021287322,0.046932817,0.023622334,0.02101618,0.017588615,0.024295628,0.029947698,0.023455322,0.02568245,0.025528431,0.020147562,0.01471436,0.017756522,0.018651128,0.032536566,0.038057685,0.028169274,0.047235847,0.023682117,0.019317567,0.019177794,0.015664935,0.048398197,0.023620427,0.028061688,0.048748434,0.07518631,0.06644791,0.014586091,0.031221867,0.08717865,0.085808635,0.03954214,0.023773909,0.020768523,0.047989666,0.01666224,0.010900736,0.057222188,0.029460967,0.03720182,0.032120347,0.0,0.023673177,0.020881295,0.010511398,0.016195,0.060839236,0.03607261,0.020307124,0.025773227,0.08698231,0.071266174,0.044468164,0.029764414,0.013792872,0.13441175,0.007396519,0.020234346,0.028288305,0.04434967,0.04217118,0.048293054,0.015325725,0.017353773,0.01843977,0.056606352,0.09277463,0.020964444,0.02285099,0.022912562,0.25002998,0.025942326,0.038051784,0.036448658,0.013296485,0.022669792,0.07670742,0.10617143,0.013711512,0.014441788,0.021323442,0.016897082,0.019853175,0.08824867,0.018444061,0.26412755,0.084854245,0.018460214,0.024630606,0.033848226,0.043346524,0.0183931,0.015769541,0.024641931,0.074594796,0.030687869,0.13972348,0.02515328,0.020836651,0.015560269
Q19601,0.029816031,0.08564049,0.19628215,0.034049332,0.021933913,0.025070727,0.038610697,0.043204308,0.032883346,0.030570686,0.093556166,0.10848206,0.029018164,0.018510997,0.024855375,0.05202496,0.05894506,0.019111037,0.027089834,0.081656694,0.01615733,0.026737034,0.04288709,0.052269578,0.05484897,0.056222558,0.03638369,0.039514005,0.0717808,0.03617549,0.049278915,0.055151105,0.103182435,0.15918559,0.022112668,0.0494892,0.40002233,0.046629608,0.036875844,0.04954022,0.02742523,0.0405398,0.029815495,0.016039193,0.040337384,0.028994143,0.035060465,0.17685807,0.118950546,0.014513612,0.034053147,0.045693994,0.05938685,0.043821752,0.050135553,0.04004228,0.046441793,0.056147873,0.045933485,0.049849033,0.048241317,0.046253443,0.027237833,0.02729261,0.023257554,0.06328392,0.07608962,0.054166615,0.06738019,0.053587437,0.04337138,0.04139632,0.036567807,0.05411017,0.04639715,0.055609286,0.034320414,0.080515265,0.07445407,0.039267838,0.025302708,0.08091766,0.07581788,0.06462717,0.04661864,0.04338193,0.06514144,0.011094749,0.027738273,0.05710882,0.015244186,0.033130825,0.018433988,0.023673177,0.0,0.019493103,0.015586376,0.01945132,0.062117696,0.022834659,0.01652354,0.01878643,0.084049046,0.035063922,0.045459688,0.03300202,0.041793466,0.12130046,0.02337414,0.023571312,0.037275612,0.06817818,0.07384044,0.06089294,0.040444314,0.03754151,0.045407772,0.056388497,0.101432204,0.016003668,0.019887686,0.043239653,0.24706799,0.043752193,0.019708455,0.031959116,0.02948165,0.026403725,0.047448575,0.08227354,0.026082933,0.027472794,0.047972023,0.03126955,0.028369129,0.07927692,0.015189469,0.2576878,0.076420724,0.02350068,0.03518802,0.0446679,0.043905377,0.017290354,0.028988242,0.050504267,0.088008165,0.03960371,0.13147932,0.014432013,0.046148658,0.019711256
